"PROVINCIA","SECCION","Circuito","NOMBRE_CATEGORIA","NOMBRE_AGRUPACION","PASO","GRAL"
"Buenos Aires","Berazategui","0792D","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",184,168
"Buenos Aires","Berazategui","0792D","Presidente y Vicepresidente de la República","VB",378,292
"Buenos Aires","Berazategui","0792D","Presidente y Vicepresidente de la República","VII",0,2
"Buenos Aires","Berazategui","0792D","Presidente y Vicepresidente de la República","VN",53,64
"Buenos Aires","Berazategui","0792D","Presidente y Vicepresidente de la República","VR",0,6
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",435,388
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","CSCCC",15,10
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",157,164
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","FRENTE DE TODOS",2857,2853
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","FRENTE NOS",72,69
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",1119,1478
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",63,82
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","VB",188,112
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","VN",12,9
"Buenos Aires","Berisso","0511","Presidente y Vicepresidente de la República","VR",0,1
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1385,1255
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","CSCCC",32,25
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",483,436
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","FRENTE DE TODOS",8789,9481
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","FRENTE NOS",175,187
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",4431,5749
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",240,224
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","VB",621,298
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","VII",15,0
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","VN",84,89
"Buenos Aires","Berisso","0512","Presidente y Vicepresidente de la República","VR",9,12
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1842,1715
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","CSCCC",30,21
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",784,755
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","FRENTE DE TODOS",12641,13894
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","FRENTE NOS",205,241
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",5662,7507
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",375,349
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","VB",702,387
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","VII",2,9
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","VN",101,85
"Buenos Aires","Berisso","0513","Presidente y Vicepresidente de la República","VR",12,8
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1029,1001
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","CSCCC",36,12
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",633,527
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",7193,8645
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","FRENTE NOS",200,227
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",3625,5296
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",146,224
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","VB",480,356
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","VII",1,0
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","VN",120,97
"Buenos Aires","Berisso","0513A","Presidente y Vicepresidente de la República","VR",3,5
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",939,837
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","CSCCC",22,24
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",353,257
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","FRENTE DE TODOS",7799,7604
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","FRENTE NOS",223,227
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",5122,6318
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",273,202
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","VB",630,294
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","VII",1,6
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","VN",172,126
"Buenos Aires","Brandsen","0148","Presidente y Vicepresidente de la República","VR",2,10
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",10,8
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",2,0
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","FRENTE DE TODOS",60,64
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","FRENTE NOS",1,1
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",70,87
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",0,2
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","VB",3,3
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","VN",0,1
"Buenos Aires","Brandsen","0149","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",94,112
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",40,36
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","FRENTE DE TODOS",729,863
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","FRENTE NOS",12,25
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",525,749
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",21,30
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","VB",73,56
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","VN",8,3
"Buenos Aires","Brandsen","0150","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",29,41
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",15,11
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","FRENTE DE TODOS",405,400
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","FRENTE NOS",9,9
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",254,312
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",9,8
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","VB",41,14
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Brandsen","0151","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",11,13
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","CSCCC",2,1
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",8,6
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","FRENTE DE TODOS",11,122
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","FRENTE NOS",2,0
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",83,97
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",5,2
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","VB",5,2
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","VII",1,0
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","VN",3,0
"Buenos Aires","Brandsen","0152","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",9,11
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",0,1
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","FRENTE DE TODOS",89,80
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","FRENTE NOS",0,0
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",106,123
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",1,3
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","VB",13,5
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","VN",0,1
"Buenos Aires","Brandsen","0153","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",9,10
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",7,4
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",85,84
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","FRENTE NOS",2,1
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",90,110
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",2,3
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","VB",7,3
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Brandsen","0153A","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1569,1260
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","CSCCC",19,18
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",767,588
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","FRENTE DE TODOS",10380,11046
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","FRENTE NOS",218,213
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",7877,9310
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",358,318
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","VB",836,335
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","VII",4,10
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","VN",131,149
"Buenos Aires","Cañuelas","0157","Presidente y Vicepresidente de la República","VR",9,4
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",141,195
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","CSCCC",1,4
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",70,91
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","FRENTE DE TODOS",741,1246
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","FRENTE NOS",16,23
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",597,1093
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",30,30
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","VB",40,33
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","VN",4,11
"Buenos Aires","Cañuelas","0158","Presidente y Vicepresidente de la República","VR",1,1
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",59,60
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",34,23
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","FRENTE DE TODOS",445,472
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","FRENTE NOS",7,7
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",335,387
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",11,9
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","VB",24,18
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","VN",2,1
"Buenos Aires","Cañuelas","0159","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",11,4
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",2,2
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","FRENTE DE TODOS",44,54
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","FRENTE NOS",1,2
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",20,28
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",0,4
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","VB",4,1
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Cañuelas","0160","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","FRENTE DE TODOS",0,2
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","FRENTE NOS",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",0,3
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","VB",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Cañuelas","0161","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",16,14
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",2,2
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","FRENTE DE TODOS",55,53
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","FRENTE NOS",0,0
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",53,57
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",0,1
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","VB",3,2
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","VN",1,1
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",394,231
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","CSCCC",0,2
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",184,103
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",3411,2915
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","FRENTE NOS",52,60
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",578,618
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",31,25
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","VB",151,65
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","VN",26,15
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",128,165
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","CSCCC",2,3
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",68,73
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","FRENTE DE TODOS",2163,2230
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","FRENTE NOS",58,73
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",560,687
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",32,28
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","VB",126,88
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","VII",2,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","VN",2,5
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",562,523
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","CSCCC",1,12
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",326,283
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","FRENTE DE TODOS",4827,5381
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","FRENTE NOS",128,102
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",2216,2978
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",172,130
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","VB",305,225
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","VN",41,43
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","VR",2,2
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1628,1536
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","CSCCC",53,48
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1037,829
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","FRENTE DE TODOS",14437,15245
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","FRENTE NOS",314,292
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",5310,6756
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",328,350
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","VB",753,406
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","VII",2,1
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","VN",98,119
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","VR",6,8
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",0,8
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","CSCCC",0,2
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",0,10
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","FRENTE DE TODOS",0,79
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","FRENTE NOS",0,3
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",0,30
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","VB",0,3
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",390,341
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","CSCCC",5,11
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",248,215
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",5084,5285
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","FRENTE NOS",85,90
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",1401,1711
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",95,109
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","VB",231,152
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","VII",1,2
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","VN",26,25
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","VR",2,3
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",176,162
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","CSCCC",3,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",72,81
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","FRENTE DE TODOS",1877,2201
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","FRENTE NOS",42,52
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",495,636
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",47,48
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","VB",149,68
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","VII",2,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","VN",14,17
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","VR",2,3
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1154,956
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","CSCCC",12,0
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",672,553
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","FRENTE DE TODOS",11842,11393
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","FRENTE NOS",373,389
