"PROVINCIA","SECCION","Circuito","NOMBRE_CATEGORIA","NOMBRE_AGRUPACION","PASO","GRAL"
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","CSCCC",32,25
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",930,717
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","FRENTE DE TODOS",9204,10101
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","FRENTE NOS",188,144
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",9096,11679
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",738,459
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","VB",547,301
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","VII",4,4
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","VN",123,87
"Buenos Aires","Lanús","0276","Presidente y Vicepresidente de la República","VR",13,7
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1274,958
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","CSCCC",18,25
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",621,411
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","FRENTE DE TODOS",7146,7665
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","FRENTE NOS",268,192
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",7608,9888
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",372,262
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","VB",1005,455
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","VN",111,50
"Buenos Aires","Lobos","0574","Presidente y Vicepresidente de la República","VR",0,5
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",243,134
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","CSCCC",4,4
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",92,57
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","FRENTE DE TODOS",1636,1463
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","FRENTE NOS",67,32
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",1132,1243
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",52,32
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","VB",200,74
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","VN",5,11
"Buenos Aires","Lobos","0575","Presidente y Vicepresidente de la República","VR",4,0
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",20,10
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",4,4
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","FRENTE DE TODOS",96,115
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","FRENTE NOS",2,0
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",116,147
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",4,2
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","VB",22,8
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","VN",0,1
"Buenos Aires","Lobos","0576","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",11,7
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","CSCCC",2,0
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",16,9
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","FRENTE DE TODOS",123,133
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","FRENTE NOS",1,0
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",309,356
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",4,3
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","VB",20,7
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Lobos","0577","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",55,32
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","CSCCC",2,2
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",11,11
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","FRENTE DE TODOS",173,177
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","FRENTE NOS",10,10
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",422,522
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",3,8
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","VB",33,15
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Lobos","0578","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",33,19
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","CSCCC",0,2
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",7,8
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","FRENTE DE TODOS",139,146
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","FRENTE NOS",3,1
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",172,210
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",4,6
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","VB",16,10
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","VN",0,1
"Buenos Aires","Lobos","0579","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",12,9
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","CSCCC",0,2
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",2,2
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","FRENTE DE TODOS",54,55
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","FRENTE NOS",3,1
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",90,132
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",2,0
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","VB",5,0
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Lobos","0580","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",24,15
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","CSCCC",1,2
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",9,5
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","FRENTE DE TODOS",91,92
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","FRENTE NOS",1,1
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",157,202
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",8,3
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","VB",22,13
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","VN",0,1
"Buenos Aires","Lobos","0581","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",5,3
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","CSCCC",2,0
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1,0
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",15,16
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","FRENTE NOS",2,1
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",41,55
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",1,3
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","VB",5,3
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","VN",0,0
"Buenos Aires","Lobos","0576A","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",6178,6791
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","CSCCC",66,10
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",3759,3376
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","FRENTE DE TODOS",95339,103499
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","FRENTE NOS",1950,2319
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",18331,23659
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",1455,1531
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","VB",5427,2241
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","VII",35,52
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","VN",800,800
"Buenos Aires","Lomas de Zamora","0583","Presidente y Vicepresidente de la República","VR",36,53
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1707,1171
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",691,541
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","FRENTE DE TODOS",5402,5752
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","FRENTE NOS",160,115
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",6424,7742
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",454,290
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","VB",506,245
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","VII",6,6
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","VN",121,134
"Buenos Aires","Lomas de Zamora","0584","Presidente y Vicepresidente de la República","VR",2,2
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",874,781
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",439,297
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","FRENTE DE TODOS",2982,3442
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","FRENTE NOS",78,71
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",3541,4474
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",265,201
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","VB",234,130
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","VII",10,2
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","VN",80,67
"Buenos Aires","Lomas de Zamora","0585","Presidente y Vicepresidente de la República","VR",0,4
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1294,905
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",521,345
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","FRENTE DE TODOS",4752,4970
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","FRENTE NOS",133,108
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",5408,6313
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",365,224
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","VB",328,117
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","VII",1,3
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","VN",115,92
"Buenos Aires","Lomas de Zamora","0586","Presidente y Vicepresidente de la República","VR",4,3
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",5408,4510
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","CSCCC",26,8
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",2376,1929
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","FRENTE DE TODOS",38907,40668
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","FRENTE NOS",846,880
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",17006,20922
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",1163,1008
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","VB",1824,839
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","VII",28,25
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","VN",567,637
"Buenos Aires","Lomas de Zamora","0587","Presidente y Vicepresidente de la República","VR",25,14
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1037,787
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",465,408
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","FRENTE DE TODOS",3638,4236
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","FRENTE NOS",88,92
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",3476,4553
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",310,200
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","VB",198,127
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","VII",3,3
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","VN",82,78
"Buenos Aires","Lomas de Zamora","0588","Presidente y Vicepresidente de la República","VR",0,5
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1540,1242
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","CSCCC",4,0
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",727,550
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","FRENTE DE TODOS",7359,7975
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","FRENTE NOS",193,184
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",4605,5738
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",385,291
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","VB",368,190
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","VII",17,7
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","VN",161,137
"Buenos Aires","Lomas de Zamora","0589","Presidente y Vicepresidente de la República","VR",3,0
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",2841,2330
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","CSCCC",44,0
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1454,999
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","FRENTE DE TODOS",10987,11797
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","FRENTE NOS",271,194
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",9533,11951
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",747,525
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","VB",627,270
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","VII",12,5
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","VN",263,288
"Buenos Aires","Lomas de Zamora","0590","Presidente y Vicepresidente de la República","VR",14,7
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1213,945
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","CSCCC",13,8
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",497,426
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","FRENTE DE TODOS",3984,4361
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","FRENTE NOS",136,77
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",5096,6223
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",355,226
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","VB",372,135
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","VN",80,73
"Buenos Aires","Lomas de Zamora","0591","Presidente y Vicepresidente de la República","VR",1,3
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",667,457
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","CSCCC",4,4
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",268,186
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","FRENTE DE TODOS",2068,2146
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","FRENTE NOS",66,43
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",2112,2492
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",163,116
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","VB",150,80
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","VII",0,1
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","VN",36,12
"Buenos Aires","Lomas de Zamora","0592","Presidente y Vicepresidente de la República","VR",0,1
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1347,1192
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","CSCCC",13,16
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",692,480
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","FRENTE DE TODOS",8480,8706
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","FRENTE NOS",316,227
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",4157,5230
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",328,294
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","VB",431,222
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","VII",5,8
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","VN",111,114
"Buenos Aires","Lomas de Zamora","0593","Presidente y Vicepresidente de la República","VR",2,1
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",2396,2189
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","CSCCC",0,0
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1359,1051
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",19895,20923
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","FRENTE NOS",456,456
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",6874,8521
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",544,489
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","VB",989,537
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","VII",7,13
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","VN",246,198
"Buenos Aires","Lomas de Zamora","0590A","Presidente y Vicepresidente de la República","VR",4,6
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",1026,733
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","CSCCC",7,10
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",443,320
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","FRENTE DE TODOS",4112,3941
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","FRENTE NOS",110,89
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",3015,3497
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",236,145
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","VB",261,84
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","VN",81,62
"Buenos Aires","Lomas de Zamora","0593A","Presidente y Vicepresidente de la República","VR",2,1
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",145,103
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","CSCCC",2,1
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",44,39
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","FRENTE DE TODOS",845,917
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","FRENTE NOS",48,40
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","JUNTOS POR EL CAMBIO",921,1113
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","UNITE POR LA LIBERTAD Y LA DIGNIDAD",33,20
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","VB",71,22
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","VII",0,0
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","VN",11,2
"Buenos Aires","Magdalena","0604","Presidente y Vicepresidente de la República","VR",0,0
"Buenos Aires","Magdalena","0605","Presidente y Vicepresidente de la República","CONSENSO FEDERAL",29,18
"Buenos Aires","Magdalena","0605","Presidente y Vicepresidente de la República","CSCCC",1,1
"Buenos Aires","Magdalena","0605","Presidente y Vicepresidente de la República","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",15,9
